simulation,infection_day,contact_fraction,symptomatic_fraction,screening_fraction,undetected_fraction
sim_11,30,0.42771084337349397,0.006024096385542169,0.35240963855421686,0.21385542168674698
sim_11,31,0.43490304709141275,0.0221606648199446,0.3545706371191136,0.1883656509695291
sim_11,32,0.48214285714285715,0.03869047619047619,0.29464285714285715,0.18452380952380953
sim_11,33,0.4501347708894879,0.026954177897574125,0.33962264150943394,0.18328840970350405
sim_11,34,0.4491017964071856,0.029940119760479042,0.3203592814371258,0.20059880239520958
sim_11,35,0.4877384196185286,0.035422343324250684,0.32697547683923706,0.14986376021798364
sim_11,36,0.42363112391930835,0.02881844380403458,0.37752161383285304,0.17002881844380405
sim_11,37,0.4262734584450402,0.045576407506702415,0.34048257372654156,0.1876675603217158
sim_11,38,0.41530054644808745,0.03551912568306011,0.3442622950819672,0.20491803278688525
sim_11,39,0.46981627296587924,0.026246719160104987,0.31758530183727035,0.18635170603674542
sim_11,40,0.3904494382022472,0.03651685393258427,0.36235955056179775,0.21067415730337077
sim_11,41,0.5118733509234829,0.03430079155672823,0.32981530343007914,0.12401055408970976
sim_11,42,0.4092071611253197,0.03324808184143223,0.3273657289002558,0.23017902813299232
sim_11,43,0.44047619047619047,0.03333333333333333,0.3523809523809524,0.1738095238095238
sim_11,44,0.41952506596306066,0.0316622691292876,0.35356200527704484,0.19525065963060687
sim_11,45,0.40097799511002447,0.02689486552567237,0.36674816625916873,0.20537897310513448
sim_11,46,0.4125560538116592,0.04484304932735426,0.3542600896860987,0.18834080717488788
sim_11,47,0.43309002433090027,0.038929440389294405,0.35036496350364965,0.17761557177615572
sim_11,48,0.40563991323210413,0.04121475054229935,0.37093275488069416,0.1822125813449024
sim_11,49,0.4168564920273349,0.029612756264236904,0.36674259681093396,0.1867881548974943
sim_11,50,0.40835266821345706,0.037122969837587005,0.3689095127610209,0.18561484918793503
sim_11,51,0.4330543933054393,0.03138075313807531,0.3368200836820084,0.19874476987447698
sim_11,52,0.46393762183235865,0.03898635477582846,0.31968810916179335,0.17738791423001948
sim_11,53,0.44840525328330205,0.043151969981238276,0.3339587242026266,0.17448405253283303
sim_11,54,0.44256756756756754,0.02533783783783784,0.34628378378378377,0.1858108108108108
sim_11,55,0.42162162162162165,0.025225225225225224,0.3675675675675676,0.18558558558558558
sim_11,56,0.4180478821362799,0.04604051565377532,0.3370165745856354,0.19889502762430938
sim_11,57,0.43156199677938806,0.02576489533011272,0.3397745571658615,0.2028985507246377
sim_11,58,0.42424242424242425,0.02861952861952862,0.3602693602693603,0.18686868686868688
sim_11,59,0.3671875,0.0359375,0.365625,0.23125
sim_11,60,0.41756548536209553,0.03852080123266564,0.3682588597842835,0.17565485362095531
sim_11,61,0.42563291139240506,0.028481012658227847,0.3338607594936709,0.2120253164556962
sim_11,62,0.3888048411497731,0.024205748865355523,0.37367624810892586,0.21331316187594554
sim_11,63,0.38152011922503726,0.028315946348733235,0.3889716840536513,0.20119225037257824
sim_11,64,0.36459909228441756,0.03479576399394856,0.3630862329803328,0.23751891074130105
sim_11,65,0.351931330472103,0.031473533619456366,0.38912732474964234,0.22746781115879827
sim_12,21,0.4484536082474227,0.03865979381443299,0.33505154639175255,0.17783505154639176
sim_12,22,0.4702842377260982,0.03359173126614987,0.28165374677002586,0.2144702842377261
sim_12,23,0.4739454094292804,0.02977667493796526,0.3225806451612903,0.17369727047146402
sim_12,24,0.4811083123425693,0.03526448362720403,0.2972292191435768,0.18639798488664988
sim_12,25,0.43112244897959184,0.03316326530612245,0.35714285714285715,0.17857142857142858
sim_12,26,0.4187192118226601,0.034482758620689655,0.33497536945812806,0.21182266009852216
sim_12,27,0.4807692307692308,0.03365384615384615,0.30528846153846156,0.18028846153846154
sim_12,28,0.45363408521303256,0.02756892230576441,0.3433583959899749,0.17543859649122806
sim_12,29,0.44786729857819907,0.037914691943127965,0.3127962085308057,0.2014218009478673
sim_12,30,0.43908045977011495,0.03218390804597701,0.3632183908045977,0.16551724137931034
sim_12,31,0.4222222222222222,0.027160493827160494,0.31851851851851853,0.23209876543209876
sim_12,32,0.41646489104116224,0.029055690072639227,0.37772397094430993,0.17675544794188863
sim_12,33,0.4004524886877828,0.024886877828054297,0.4004524886877828,0.17420814479638008
sim_12,34,0.40481927710843374,0.02650602409638554,0.344578313253012,0.22409638554216868
sim_12,35,0.3848101265822785,0.035443037974683546,0.3848101265822785,0.1949367088607595
sim_12,36,0.44680851063829785,0.02127659574468085,0.3546099290780142,0.1773049645390071
sim_12,37,0.39759036144578314,0.03132530120481928,0.35903614457831323,0.21204819277108433
sim_12,38,0.43237250554323725,0.031042128603104215,0.35920177383592017,0.17738359201773837
sim_12,39,0.45146726862302483,0.03160270880361174,0.3544018058690745,0.16252821670428894
sim_12,40,0.408675799086758,0.0273972602739726,0.3835616438356164,0.18036529680365296
sim_12,41,0.4308755760368664,0.03917050691244239,0.3617511520737327,0.16820276497695852
sim_12,42,0.4212678936605317,0.05521472392638037,0.2985685071574642,0.2249488752556237
sim_12,43,0.3898635477582846,0.03313840155945419,0.36062378167641324,0.21637426900584794
sim_12,44,0.4596774193548387,0.038306451612903226,0.31451612903225806,0.1875
sim_12,45,0.410752688172043,0.03225806451612903,0.35913978494623655,0.1978494623655914
sim_12,46,0.42524271844660194,0.021359223300970873,0.3844660194174757,0.16893203883495145
sim_12,47,0.45315487571701724,0.036328871892925434,0.3193116634799235,0.19120458891013384
sim_12,48,0.41532976827094475,0.0374331550802139,0.33511586452762926,0.21212121212121213
sim_12,49,0.4258373205741627,0.022328548644338118,0.3620414673046252,0.189792663476874
sim_12,50,0.39546191247974066,0.02593192868719611,0.3841166936790924,0.19448946515397084
sim_12,51,0.4174603174603175,0.03333333333333333,0.35714285714285715,0.19206349206349208
sim_12,52,0.39755351681957185,0.0382262996941896,0.3562691131498471,0.20795107033639143
sim_12,53,0.3985294117647059,0.026470588235294117,0.38676470588235295,0.18823529411764706
sim_12,54,0.4247159090909091,0.032670454545454544,0.34801136363636365,0.19460227272727273
sim_12,55,0.38247566063977745,0.0458970792767733,0.37273991655076494,0.19888734353268428
sim_12,56,0.43393602225312933,0.03337969401947149,0.33936022253129344,0.1933240611961057
sim_12,57,0.40312093628088425,0.033810143042912875,0.34980494148244473,0.21326397919375814
sim_12,58,0.3957091775923719,0.03098927294398093,0.3730631704410012,0.20023837902264602
sim_12,59,0.3972602739726027,0.048567870485678705,0.37608966376089664,0.1780821917808219
sim_12,60,0.36848072562358275,0.047619047619047616,0.37755102040816324,0.20634920634920634
sim_12,61,0.373134328358209,0.029850746268656716,0.399540757749713,0.19747416762342135
sim_12,62,0.40022421524663676,0.034753363228699555,0.3632286995515695,0.20179372197309417
sim_12,63,0.4306651634723788,0.04509582863585118,0.3201803833145434,0.2040586245772266
sim_12,64,0.3724867724867725,0.02328042328042328,0.38835978835978835,0.21587301587301588
sim_12,65,0.40809968847352024,0.028037383177570093,0.37279335410176534,0.19106957424714435
sim_13,21,0.4791666666666667,0.023148148148148147,0.28703703703703703,0.21064814814814814
sim_13,22,0.4560975609756098,0.01951219512195122,0.3170731707317073,0.2073170731707317
sim_13,23,0.43132530120481927,0.043373493975903614,0.35180722891566263,0.17349397590361446
sim_13,24,0.4338235294117647,0.04656862745098039,0.3137254901960784,0.20588235294117646
sim_13,25,0.40100250626566414,0.047619047619047616,0.3558897243107769,0.19548872180451127
sim_13,26,0.4375,0.02403846153846154,0.34134615384615385,0.1971153846153846
sim_13,27,0.4230769230769231,0.03333333333333333,0.34102564102564104,0.20256410256410257
sim_13,28,0.35279805352798055,0.0267639902676399,0.34549878345498786,0.2749391727493917
sim_13,29,0.39588688946015427,0.033419023136246784,0.38303341902313626,0.18766066838046272
sim_13,30,0.40703517587939697,0.03015075376884422,0.3542713567839196,0.20854271356783918
sim_13,31,0.39603960396039606,0.04455445544554455,0.3292079207920792,0.2301980198019802
sim_13,32,0.37819025522041766,0.03248259860788863,0.3805104408352668,0.2088167053364269
sim_13,33,0.3853658536585366,0.03414634146341464,0.3975609756097561,0.18292682926829268
sim_13,34,0.36525612472160357,0.04899777282850779,0.37861915367483295,0.2071269487750557
sim_13,35,0.4385150812064965,0.048723897911832945,0.33410672853828305,0.17865429234338748
sim_13,36,0.4332552693208431,0.03981264637002342,0.3325526932084309,0.19437939110070257
sim_13,37,0.41333333333333333,0.028888888888888888,0.3688888888888889,0.18888888888888888
sim_13,38,0.44834307992202727,0.03898635477582846,0.31773879142300193,0.1949317738791423
sim_13,39,0.4342379958246347,0.037578288100208766,0.3674321503131524,0.16075156576200417
sim_13,40,0.4581005586592179,0.0335195530726257,0.3426443202979516,0.16573556797020483
sim_13,41,0.4302788844621514,0.035856573705179286,0.34860557768924305,0.1852589641434263
sim_13,42,0.43283582089552236,0.024253731343283583,0.36007462686567165,0.1828358208955224
sim_13,43,0.4206081081081081,0.03209459459459459,0.34290540540540543,0.20439189189189189
sim_13,44,0.4420289855072464,0.03260869565217391,0.3278985507246377,0.19746376811594202
sim_13,45,0.3802588996763754,0.045307443365695796,0.35436893203883496,0.22006472491909385
sim_13,46,0.40746268656716417,0.029850746268656716,0.3582089552238806,0.2044776119402985
sim_13,47,0.37753510140405616,0.031201248049921998,0.3837753510140406,0.20748829953198128
sim_13,48,0.42989214175654855,0.032357473035439135,0.3420647149460709,0.19568567026194145
sim_13,49,0.3978658536585366,0.039634146341463415,0.36128048780487804,0.20121951219512196
sim_13,50,0.3868312757201646,0.027434842249657063,0.39643347050754457,0.18930041152263374
sim_13,51,0.4213564213564214,0.027417027417027416,0.35353535353535354,0.1976911976911977
sim_13,52,0.41838134430727025,0.024691358024691357,0.345679012345679,0.2112482853223594
sim_13,53,0.3992146596858639,0.04712041884816754,0.35340314136125656,0.20026178010471204
sim_13,54,0.40024783147459725,0.03717472118959108,0.3742255266418835,0.18835192069392812
sim_13,55,0.38333333333333336,0.02023809523809524,0.375,0.22142857142857142
sim_13,56,0.40425531914893614,0.031914893617021274,0.3723404255319149,0.19148936170212766
sim_13,57,0.35714285714285715,0.02857142857142857,0.3956043956043956,0.21868131868131868
sim_13,58,0.40089086859688194,0.03229398663697105,0.37193763919821826,0.19487750556792874
sim_13,59,0.3885955649419219,0.030623020063357972,0.3717001055966209,0.20908130939809927
sim_13,60,0.4078091106290672,0.0368763557483731,0.3752711496746204,0.18004338394793926
sim_13,61,0.41963322545846815,0.022653721682847898,0.35382955771305286,0.20388349514563106
sim_13,62,0.358974358974359,0.048205128205128206,0.40307692307692305,0.18974358974358974
sim_13,63,0.3955600403632694,0.03128153380423814,0.36730575176589303,0.2058526740665994
sim_13,64,0.4072265625,0.0302734375,0.3837890625,0.1787109375
sim_13,65,0.4106962663975782,0.027245206861755803,0.36528758829465185,0.19677093844601412
sim_14,21,0.4296482412060301,0.032663316582914576,0.3442211055276382,0.1934673366834171
sim_14,22,0.4257703081232493,0.036414565826330535,0.3333333333333333,0.20448179271708683
sim_14,23,0.458628841607565,0.03546099290780142,0.30969267139479906,0.19621749408983452
sim_14,24,0.39593908629441626,0.02284263959390863,0.4137055837563452,0.16751269035532995
sim_14,25,0.40294840294840295,0.02702702702702703,0.3832923832923833,0.18673218673218672
sim_14,26,0.42961165048543687,0.02669902912621359,0.3592233009708738,0.18446601941747573
sim_14,27,0.4597402597402597,0.03116883116883117,0.3246753246753247,0.18441558441558442
sim_14,28,0.3955773955773956,0.02702702702702703,0.37346437346437344,0.20393120393120392
sim_14,29,0.3713527851458886,0.05305039787798409,0.3687002652519894,0.20689655172413793
sim_14,30,0.4275,0.0325,0.315,0.225
sim_14,31,0.4085510688836104,0.03800475059382423,0.33016627078384797,0.22327790973871733
sim_14,32,0.4315245478036176,0.025839793281653745,0.36175710594315247,0.18087855297157623
sim_14,33,0.40633245382585753,0.023746701846965697,0.32981530343007914,0.24010554089709762
sim_14,34,0.3902439024390244,0.03902439024390244,0.33902439024390246,0.23170731707317074
sim_14,35,0.42091836734693877,0.02295918367346939,0.375,0.18112244897959184
sim_14,36,0.34507042253521125,0.03755868544600939,0.42018779342723006,0.19718309859154928
sim_14,37,0.3787878787878788,0.03535353535353535,0.3611111111111111,0.22474747474747475
sim_14,38,0.40707964601769914,0.01991150442477876,0.38495575221238937,0.18805309734513273
sim_14,39,0.35294117647058826,0.034858387799564274,0.3899782135076253,0.2222222222222222
sim_14,40,0.40898876404494383,0.051685393258426963,0.3303370786516854,0.20898876404494382
sim_14,41,0.43655913978494626,0.034408602150537634,0.34408602150537637,0.18494623655913978
sim_14,42,0.38413361169102295,0.025052192066805846,0.4091858037578288,0.18162839248434237
sim_14,43,0.40764331210191085,0.04246284501061571,0.3503184713375796,0.19957537154989385
sim_14,44,0.43656716417910446,0.029850746268656716,0.34701492537313433,0.1865671641791045
sim_14,45,0.38188976377952755,0.03740157480314961,0.3720472440944882,0.20866141732283464
sim_14,46,0.3773946360153257,0.034482758620689655,0.3505747126436782,0.23754789272030652
sim_14,47,0.33579335793357934,0.03136531365313653,0.3948339483394834,0.23800738007380073
sim_14,48,0.3333333333333333,0.03867403314917127,0.4162062615101289,0.21178637200736647
sim_14,49,0.33879781420765026,0.04007285974499089,0.4225865209471767,0.19854280510018216
sim_14,50,0.3351749539594843,0.034990791896869246,0.4180478821362799,0.21178637200736647
sim_14,51,0.3957968476357268,0.03327495621716287,0.3380035026269702,0.2329246935201401
sim_14,52,0.3395904436860068,0.04607508532423208,0.39590443686006827,0.21843003412969283
sim_14,53,0.3970345963756178,0.04118616144975288,0.3542009884678748,0.20757825370675453
sim_14,54,0.4012841091492777,0.03210272873194221,0.33707865168539325,0.22953451043338685
sim_14,55,0.3905996758508914,0.03079416531604538,0.3711507293354943,0.20745542949756887
sim_14,56,0.3926940639269406,0.0289193302891933,0.3729071537290715,0.2054794520547945
sim_14,57,0.39415041782729804,0.036211699164345405,0.36908077994428967,0.20055710306406685
sim_14,58,0.3768996960486322,0.037993920972644375,0.378419452887538,0.2066869300911854
sim_14,59,0.3875739644970414,0.029585798816568046,0.3905325443786982,0.19230769230769232
sim_14,60,0.379746835443038,0.0379746835443038,0.3755274261603376,0.20675105485232068
sim_14,61,0.3792172739541161,0.02834008097165992,0.3765182186234818,0.21592442645074225
sim_14,62,0.36666666666666664,0.02666666666666667,0.41333333333333333,0.19333333333333333
sim_14,63,0.38261997405966275,0.042801556420233464,0.3968871595330739,0.17769130998702984
sim_14,64,0.3743654822335025,0.04187817258883249,0.37944162436548223,0.20431472081218274
sim_14,65,0.3940520446096654,0.03345724907063197,0.35192069392812886,0.22057001239157373
sim_15,21,0.4318766066838046,0.04113110539845758,0.3444730077120823,0.18251928020565553
sim_15,22,0.4190751445086705,0.03757225433526012,0.36127167630057805,0.18208092485549132
sim_15,23,0.43609022556390975,0.02756892230576441,0.3609022556390977,0.17543859649122806
sim_15,24,0.49385749385749383,0.02702702702702703,0.31203931203931207,0.16707616707616707
sim_15,25,0.4181360201511335,0.037783375314861464,0.345088161209068,0.19899244332493704
sim_15,26,0.4252577319587629,0.03350515463917526,0.35051546391752575,0.19072164948453607
sim_15,27,0.49770642201834864,0.034403669724770644,0.2981651376146789,0.16972477064220184
sim_15,28,0.4339152119700748,0.03740648379052369,0.3740648379052369,0.1546134663341646
sim_15,29,0.4465753424657534,0.01643835616438356,0.3506849315068493,0.1863013698630137
sim_15,30,0.4567307692307692,0.028846153846153848,0.33653846153846156,0.1778846153846154
sim_15,31,0.4014084507042254,0.028169014084507043,0.3826291079812207,0.18779342723004694
sim_15,32,0.44798301486199577,0.03821656050955414,0.3651804670912951,0.14861995753715498
sim_15,33,0.445916114790287,0.03090507726269316,0.32229580573951433,0.20088300220750552
sim_15,34,0.45670995670995673,0.03463203463203463,0.3008658008658009,0.2077922077922078
sim_15,35,0.4714003944773176,0.03155818540433925,0.3155818540433925,0.1814595660749507
sim_15,36,0.4626865671641791,0.02771855010660981,0.3006396588486141,0.208955223880597
sim_15,37,0.4324853228962818,0.03522504892367906,0.3287671232876712,0.2035225048923679
sim_15,38,0.44025157232704404,0.039832285115303984,0.34591194968553457,0.1740041928721174
sim_15,39,0.35294117647058826,0.04411764705882353,0.38445378151260506,0.2184873949579832
sim_15,40,0.406,0.038,0.362,0.194
sim_15,41,0.3945720250521921,0.033402922755741124,0.35490605427974947,0.21711899791231734
sim_15,42,0.45030425963488846,0.036511156186612576,0.33874239350912777,0.1744421906693712
sim_15,43,0.45489443378119004,0.0345489443378119,0.3397312859884837,0.1708253358925144
sim_15,44,0.4174397031539889,0.029684601113172542,0.33766233766233766,0.21521335807050093
sim_15,45,0.4359430604982206,0.03558718861209965,0.34519572953736655,0.18327402135231316
sim_15,46,0.4339622641509434,0.032590051457975985,0.3567753001715266,0.17667238421955403
sim_15,47,0.4461805555555556,0.03993055555555555,0.3298611111111111,0.1840277777777778
sim_15,48,0.425531914893617,0.01950354609929078,0.35638297872340424,0.19858156028368795
sim_15,49,0.44148936170212766,0.03546099290780142,0.3528368794326241,0.1702127659574468
sim_15,50,0.43423137876386686,0.03645007923930269,0.33438985736925514,0.1949286846275753
sim_15,51,0.44073455759599334,0.04006677796327212,0.3572621035058431,0.16193656093489148
sim_15,52,0.378698224852071,0.04142011834319527,0.3772189349112426,0.20266272189349113
sim_15,53,0.4014814814814815,0.03259259259259259,0.3762962962962963,0.18962962962962962
sim_15,54,0.3845070422535211,0.03943661971830986,0.36056338028169016,0.21549295774647886
sim_15,55,0.4156545209176788,0.037786774628879895,0.3616734143049933,0.18488529014844804
sim_15,56,0.41863699582753827,0.03477051460361613,0.37273991655076494,0.17385257301808066
sim_15,57,0.41201117318435754,0.046089385474860335,0.36312849162011174,0.1787709497206704
sim_15,58,0.4053724053724054,0.03663003663003663,0.3492063492063492,0.2087912087912088
sim_15,59,0.414021164021164,0.03306878306878307,0.3584656084656085,0.19444444444444445
sim_15,60,0.44814814814814813,0.03333333333333333,0.34074074074074073,0.17777777777777778
sim_15,61,0.4311377245508982,0.031137724550898204,0.3520958083832335,0.18562874251497005
sim_15,62,0.3931818181818182,0.03068181818181818,0.37727272727272726,0.19886363636363635
sim_15,63,0.3984287317620651,0.037037037037037035,0.3613916947250281,0.2031425364758698
sim_15,64,0.39482961222091656,0.04465334900117509,0.36310223266745006,0.19741480611045828
sim_15,65,0.3952991452991453,0.030982905982905984,0.3643162393162393,0.2094017094017094
sim_16,21,0.476878612716763,0.023121387283236993,0.31213872832369943,0.18786127167630057
sim_16,22,0.4307228915662651,0.018072289156626505,0.35542168674698793,0.19578313253012047
sim_16,23,0.44324324324324327,0.02972972972972973,0.37567567567567567,0.15135135135135136
sim_16,24,0.4115942028985507,0.04057971014492753,0.32753623188405795,0.22028985507246376
sim_16,25,0.44510385756676557,0.03857566765578635,0.3293768545994065,0.18694362017804153
sim_16,26,0.43440233236151604,0.026239067055393587,0.3498542274052478,0.18950437317784258
sim_16,27,0.4730878186968839,0.042492917847025496,0.3286118980169972,0.1558073654390935
sim_16,28,0.48148148148148145,0.037037037037037035,0.30687830687830686,0.1746031746031746
sim_16,29,0.45478723404255317,0.047872340425531915,0.34308510638297873,0.15425531914893617
sim_16,30,0.44919786096256686,0.02406417112299465,0.3315508021390374,0.19518716577540107
sim_16,31,0.4731182795698925,0.02956989247311828,0.32526881720430106,0.17204301075268819
